well	ID
A1	cloneDKO1
B1	cloneDKO1
C1	cloneDKO2
D1	cloneDKO2
E1	cloneDKO3
F1	cloneDKO3
G1	cloneDKO4
H1	cloneDKO4
I1	cloneDKO5
J1	cloneDKO5
K1	cloneDKO6
L1	cloneDKO6
M1	cloneDKO7
N1	cloneDKO7
O1	cloneDKO8
P1	cloneDKO8
A2	cloneDKO41
B2	cloneDKO41
C2	cloneDKO42
D2	cloneDKO42
E2	cloneDKO43
F2	cloneDKO43
G2	cloneDKO44
H2	cloneDKO44
I2	cloneDKO45
J2	cloneDKO45
K2	cloneDKO46
L2	cloneDKO46
M2	cloneDKO47
N2	cloneDKO47
O2	cloneDKO48
P2	cloneDKO48
A3	cloneDKO9
B3	cloneDKO9
C3	cloneDKO10
D3	cloneDKO10
E3	cloneDKO11
F3	cloneDKO11
G3	cloneDKO12
H3	cloneDKO12
I3	cloneDKO13
J3	cloneDKO13
K3	cloneDKO14
L3	cloneDKO14
M3	cloneDKO15
N3	cloneDKO15
O3	cloneDKO16
P3	cloneDKO16
A4	cloneDKO49
B4	cloneDKO49
C4	cloneDKO50
D4	cloneDKO50
E4	cloneDKO51
F4	cloneDKO51
G4	cloneDKO52
H4	cloneDKO52
I4	cloneDKO53
J4	cloneDKO53
K4	cloneDKO54
L4	cloneDKO54
M4	cloneDKO55
N4	cloneDKO55
O4	cloneDKO56
P4	cloneDKO56
A5	cloneDKO17
B5	cloneDKO17
C5	cloneDKO18
D5	cloneDKO18
E5	cloneDKO19
F5	cloneDKO19
G5	cloneDKO20
H5	cloneDKO20
I5	cloneDKO21
J5	cloneDKO21
K5	cloneDKO22
L5	cloneDKO22
M5	cloneDKO23
N5	cloneDKO23
O5	cloneDKO24
P5	cloneDKO24
A6	cloneDKO57
B6	cloneDKO57
C6	cloneDKO58
D6	cloneDKO58
E6	cloneDKO59
F6	cloneDKO59
G6	cloneDKO60
H6	cloneDKO60
I6	cloneDKO61
J6	cloneDKO61
K6	cloneDKO62
L6	cloneDKO62
M6	cloneDKO63
N6	cloneDKO63
O6	cloneDKO64
P6	cloneDKO64
A7	cloneDKO25
B7	cloneDKO25
C7	cloneDKO26
D7	cloneDKO26
E7	cloneDKO27
F7	cloneDKO27
G7	cloneDKO28
H7	cloneDKO28
I7	cloneDKO29
J7	cloneDKO29
K7	cloneDKO30
L7	cloneDKO30
M7	cloneDKO31
N7	cloneDKO31
O7	cloneDKO32
P7	cloneDKO32
A8	cloneDKO65
B8	cloneDKO65
C8	cloneDKO66
D8	cloneDKO66
E8	cloneDKO67
