well	ID
A1	cloneDKO451
B1	cloneDKO451
C1	cloneDKO452
D1	cloneDKO452
E1	cloneDKO453
F1	cloneDKO453
G1	cloneDKO454
H1	cloneDKO454
I1	cloneDKO455
J1	cloneDKO455
K1	cloneDKO456
L1	cloneDKO456
M1	cloneDKO457
N1	cloneDKO457
O1	cloneDKO458
P1	cloneDKO458
A2	cloneDKO512
B2	cloneDKO512
C2	cloneDKO513
D2	cloneDKO513
E2	cloneDKO514
F2	cloneDKO514
G2	cloneDKO515
H2	cloneDKO515
I2	cloneDKO516
J2	cloneDKO516
K2	cloneDKO517
L2	cloneDKO517
M2	cloneDKO518
N2	cloneDKO518
O2	cloneDKO519
P2	cloneDKO519
A3	cloneDKO459
B3	cloneDKO459
C3	cloneDKO460
D3	cloneDKO460
E3	cloneDKO461
F3	cloneDKO461
G3	cloneDKO462
H3	cloneDKO462
I3	cloneDKO463
J3	cloneDKO463
K3	cloneDKO464
L3	cloneDKO464
M3	cloneDKO465
N3	cloneDKO465
O3	cloneDKO466
P3	cloneDKO466
A4	cloneDKO520
B4	cloneDKO520
C4	cloneDKO521
D4	cloneDKO521
E4	cloneDKO522
F4	cloneDKO522
G4	cloneDKO523
H4	cloneDKO523
I4	cloneDKO524
J4	cloneDKO524
K4	cloneDKO525
L4	cloneDKO525
M4	cloneDKO526
N4	cloneDKO526
O4	cloneDKO527
P4	cloneDKO527
A5	cloneDKO467
B5	cloneDKO467
C5	cloneDKO468
D5	cloneDKO468
E5	cloneDKO469
F5	cloneDKO469
G5	cloneDKO470
H5	cloneDKO470
I5	cloneDKO471
J5	cloneDKO471
K5	cloneDKO472
L5	cloneDKO472
M5	cloneDKO473
N5	cloneDKO473
O5	cloneDKO474
P5	cloneDKO474
A6	cloneDKO528
B6	cloneDKO528
C6	cloneDKO529
D6	cloneDKO529
E6	cloneDKO530
F6	cloneDKO530
G6	cloneDKO531
H6	cloneDKO531
I6	cloneDKO532
J6	cloneDKO532
K6	cloneDKO533
L6	cloneDKO533
M6	cloneDKO534
N6	cloneDKO534
O6	cloneDKO535
P6	cloneDKO535
A7	cloneDKO475
B7	cloneDKO475
C7	cloneDKO476
D7	cloneDKO476
E7	cloneDKO477
F7	cloneDKO477
G7	cloneDKO478
H7	cloneDKO478
I7	cloneDKO479
J7	cloneDKO479
K7	cloneDKO480
L7	cloneDKO480
M7	cloneDKO481
N7	cloneDKO481
O7	cloneDKO482
P7	cloneDKO482
A8	cloneDKO536
B8	cloneDKO536
C8	cloneDKO537
D8	cloneDKO537
E8	cloneDKO538
F8	cloneDKO538
G8	cloneDKO539
H8	cloneDKO539
I8	cloneDKO540
J8	cloneDKO540
K8	cloneDKO541
L8	cloneDKO541
M8	cloneDKO542
N8	cloneDKO542
O8	cloneDKO543
P8	cloneDKO543
A9	cloneDKO483
B9	cloneDKO483
C9	cloneDKO484
D9	cloneDKO484
E9	cloneDKO485
F9	cloneDKO485
G9	cloneDKO486
H9	cloneDKO486
I9	cloneDKO487
J9	cloneDKO487
K9	cloneDKO488
L9	cloneDKO488
M9	cloneDKO489
N9	cloneDKO489
O9	cloneDKO490
P9	cloneDKO490
A10	cloneDKO544
B10	cloneDKO544
C10	cloneDKO545
D10	cloneDKO545
E10	cloneDKO546
F10	cloneDKO546
G10	cloneDKO547
H10	cloneDKO547
I10	cloneDKO548
J10	cloneDKO548
K10	cloneDKO549
L10	cloneDKO549
M10	cloneDKO550
N10	cloneDKO550
O10	cloneDKO551
P10	cloneDKO551
A11	cloneDKO491
B11	cloneDKO491
C11	cloneDKO492
D11	cloneDKO492
E11	cloneDKO493
F11	cloneDKO493
G11	cloneDKO494
H11	cloneDKO494
I11	cloneDKO495
J11	cloneDKO495
K11	cloneDKO496
L11	cloneDKO496
M11	cloneDKO497
N11	cloneDKO497
O11	cloneDKO498
P11	cloneDKO498
A12	cloneDKO552
B12	cloneDKO552
C12	cloneDKO553
D12	cloneDKO553
E12	cloneDKO554
F12	cloneDKO554
G12	cloneDKO555
H12	cloneDKO555
I12	cloneDKO_empty127
J12	cloneDKO_empty127
K12	cloneDKO_empty128
L12	cloneDKO_empty128
M12	cloneDKO_empty129
N12	cloneDKO_empty129
O12	cloneDKO_empty130
P12	cloneDKO_empty130
A13	cloneDKO499
B13	cloneDKO499
C13	cloneDKO500
D13	cloneDKO500
E13	cloneDKO501
F13	cloneDKO501
G13	cloneDKO502
H13	cloneDKO502
I13	cloneDKO503
J13	cloneDKO503
K13	cloneDKO504
L13	cloneDKO504
M13	cloneDKO505
N13	cloneDKO505
O13	cloneDKO506
P13	cloneDKO506
A14	cloneDKO556
B14	cloneDKO556
C14	cloneDKO557
D14	cloneDKO557
E14	cloneDKO558
F14	cloneDKO558
G14	cloneDKO559
H14	cloneDKO559
I14	cloneDKO560
J14	cloneDKO560
K14	cloneDKO561
L14	cloneDKO561
M14	cloneDKO562
N14	cloneDKO562
O14	cloneDKO563
P14	cloneDKO563
A15	cloneDKO507
B15	cloneDKO507
C15	cloneDKO508
D15	cloneDKO508
E15	cloneDKO509
F15	cloneDKO509
G15	cloneDKO510
H15	cloneDKO510
I15	cloneDKO511
J15	cloneDKO511
K15	cloneDKO_empty131
L15	cloneDKO_empty131
M15	cloneDKO_empty132
N15	cloneDKO_empty132
O15	cloneDKO_empty133
P15	cloneDKO_empty133
A16	cloneDKO_empty134
B16	cloneDKO_empty134
C16	cloneDKO_empty135
D16	cloneDKO_empty135
E16	cloneDKO_empty136
F16	cloneDKO_empty136
G16	cloneDKO_empty137
H16	cloneDKO_empty137
I16	cloneDKO_empty138
J16	cloneDKO_empty138
K16	cloneDKO_empty139
L16	cloneDKO_empty139
M16	cloneDKO_empty140
N16	cloneDKO_empty140
O16	cloneDKO_empty141
P16	cloneDKO_empty141
A17	cloneDKO_empty142
B17	cloneDKO_empty142
C17	cloneDKO_empty143
D17	cloneDKO_empty143
