well	ID
A1	a549_clone2A1
B1	a549_clone2A1
C1	a549_clone2B1
D1	a549_clone2B1
E1	a549_clone2C1
F1	a549_clone2C1
G1	a549_clone2D1
H1	a549_clone2D1
I1	a549_clone2E1
J1	a549_clone2E1
K1	a549_clone2F1
L1	a549_clone2F1
M1	a549_clone2G1
N1	a549_clone2G1
O1	a549_clone2H1
P1	a549_clone2H1
A2	a549_clone2A1
B2	a549_clone2A1
C2	a549_clone2B1
D2	a549_clone2B1
E2	a549_clone2C1
F2	a549_clone2C1
G2	a549_clone2D1
H2	a549_clone2D1
I2	a549_clone2E1
J2	a549_clone2E1
K2	a549_clone2F1
L2	a549_clone2F1
M2	a549_clone2G1
N2	a549_clone2G1
O2	a549_clone2H1
P2	a549_clone2H1
A3	a549_clone2A2
B3	a549_clone2A2
C3	a549_clone2B2
D3	a549_clone2B2
E3	a549_clone2C2
F3	a549_clone2C2
G3	a549_clone2D2
H3	a549_clone2D2
I3	a549_clone2E2
J3	a549_clone2E2
K3	a549_clone2F2
L3	a549_clone2F2
M3	a549_clone2G2
N3	a549_clone2G2
O3	a549_clone2H2
P3	a549_clone2H2
A4	a549_clone2A2
B4	a549_clone2A2
C4	a549_clone2B2
D4	a549_clone2B2
E4	a549_clone2C2
F4	a549_clone2C2
G4	a549_clone2D2
H4	a549_clone2D2
I4	a549_clone2E2
J4	a549_clone2E2
K4	a549_clone2F2
L4	a549_clone2F2
M4	a549_clone2G2
N4	a549_clone2G2
O4	a549_clone2H2
P4	a549_clone2H2
A5	a549_clone2A3
B5	a549_clone2A3
C5	a549_clone2B3
D5	a549_clone2B3
E5	a549_clone2C3
F5	a549_clone2C3
G5	a549_clone2D3
H5	a549_clone2D3
I5	a549_clone2E3
J5	a549_clone2E3
K5	a549_clone2F3
L5	a549_clone2F3
M5	a549_clone2G3
N5	a549_clone2G3
O5	a549_clone2H3
P5	a549_clone2H3
A6	a549_clone2A3
B6	a549_clone2A3
C6	a549_clone2B3
D6	a549_clone2B3
E6	a549_clone2C3
F6	a549_clone2C3
G6	a549_clone2D3
H6	a549_clone2D3
I6	a549_clone2E3
J6	a549_clone2E3
K6	a549_clone2F3
L6	a549_clone2F3
M6	a549_clone2G3
N6	a549_clone2G3
O6	a549_clone2H3
P6	a549_clone2H3
A7	a549_clone2A4
B7	a549_clone2A4
C7	a549_clone2B4
D7	a549_clone2B4
E7	a549_clone2C4
F7	a549_clone2C4
G7	a549_clone2D4
H7	a549_clone2D4
I7	a549_clone2E4
J7	a549_clone2E4
K7	a549_clone2F4
L7	a549_clone2F4
M7	a549_clone2G4
N7	a549_clone2G4
O7	a549_clone2H4
P7	a549_clone2H4
A8	a549_clone2A4
B8	a549_clone2A4
C8	a549_clone2B4
D8	a549_clone2B4
E8	a549_clone2C4
F8	a549_clone2C4
G8	a549_clone2D4
H8	a549_clone2D4
I8	a549_clone2E4
J8	a549_clone2E4
K8	a549_clone2F4
L8	a549_clone2F4
M8	a549_clone2G4
N8	a549_clone2G4
O8	a549_clone2H4
P8	a549_clone2H4
A9	a549_clone2A5
B9	a549_clone2A5
C9	a549_clone2B5
D9	a549_clone2B5
E9	a549_clone2C5
F9	a549_clone2C5
G9	a549_clone2D5
H9	a549_clone2D5
I9	a549_clone2E5
J9	a549_clone2E5
K9	a549_clone2F5
L9	a549_clone2F5
M9	a549_clone2G5
N9	a549_clone2G5
O9	a549_clone2H5
P9	a549_clone2H5
A10	a549_clone2A5
B10	a549_clone2A5
C10	a549_clone2B5
D10	a549_clone2B5
E10	a549_clone2C5
F10	a549_clone2C5
G10	a549_clone2D5
H10	a549_clone2D5
I10	a549_clone2E5
J10	a549_clone2E5
K10	a549_clone2F5
L10	a549_clone2F5
M10	a549_clone2G5
N10	a549_clone2G5
O10	a549_clone2H5
P10	a549_clone2H5
A11	a549_clone2A6
B11	a549_clone2A6
C11	a549_clone2B6
D11	a549_clone2B6
E11	a549_clone2C6
F11	a549_clone2C6
G11	a549_clone2D6
H11	a549_clone2D6
I11	a549_clone2E6
J11	a549_clone2E6
K11	a549_clone2F6
L11	a549_clone2F6
M11	a549_clone2G6
N11	a549_clone2G6
O11	a549_clone2H6
P11	a549_clone2H6
A12	a549_clone2A6
B12	a549_clone2A6
C12	a549_clone2B6
D12	a549_clone2B6
E12	a549_clone2C6
F12	a549_clone2C6
G12	a549_clone2D6
H12	a549_clone2D6
I12	a549_clone2E6
J12	a549_clone2E6
K12	a549_clone2F6
L12	a549_clone2F6
M12	a549_clone2G6
N12	a549_clone2G6
O12	a549_clone2H6
P12	a549_clone2H6
A13	a549_clone2A7
B13	a549_clone2A7
C13	a549_clone2B7
D13	a549_clone2B7
E13	a549_clone2C7
F13	a549_clone2C7
G13	a549_clone2D7
H13	a549_clone2D7
I13	a549_clone2E7
J13	a549_clone2E7
K13	a549_clone2F7
L13	a549_clone2F7
M13	a549_clone2G7
N13	a549_clone2G7
O13	a549_clone2H7
P13	a549_clone2H7
A14	a549_clone2A7
B14	a549_clone2A7
C14	a549_clone2B7
D14	a549_clone2B7
E14	a549_clone2C7
F14	a549_clone2C7
G14	a549_clone2D7
H14	a549_clone2D7
I14	a549_clone2E7
J14	a549_clone2E7
K14	a549_clone2F7
L14	a549_clone2F7
M14	a549_clone2G7
N14	a549_clone2G7
O14	a549_clone2H7
P14	a549_clone2H7
A15	a549_clone2A8
B15	a549_clone2A8
C15	a549_clone2B8
D15	a549_clone2B8
E15	a549_clone2C8
F15	a549_clone2C8
G15	a549_clone2D8
H15	a549_clone2D8
I15	a549_clone2E8
J15	a549_clone2E8
K15	a549_clone2F8
L15	a549_clone2F8
M15	a549_clone2G8
N15	a549_clone2G8
O15	a549_clone2H8
P15	a549_clone2H8
A16	a549_clone2A8
