well	ID
A1	cloneDKO76
B1	cloneDKO76
C1	cloneDKO77
D1	cloneDKO77
E1	cloneDKO78
F1	cloneDKO78
G1	cloneDKO79
H1	cloneDKO79
I1	cloneDKO80
J1	cloneDKO80
K1	cloneDKO81
L1	cloneDKO81
M1	cloneDKO82
N1	cloneDKO82
O1	cloneDKO83
P1	cloneDKO83
A2	cloneDKO172
B2	cloneDKO172
C2	cloneDKO173
D2	cloneDKO173
E2	cloneDKO174
F2	cloneDKO174
G2	cloneDKO175
H2	cloneDKO175
I2	cloneDKO176
J2	cloneDKO176
K2	cloneDKO177
L2	cloneDKO177
M2	cloneDKO178
N2	cloneDKO178
O2	cloneDKO179
P2	cloneDKO179
A3	cloneDKO84
B3	cloneDKO84
C3	cloneDKO85
D3	cloneDKO85
E3	cloneDKO86
F3	cloneDKO86
G3	cloneDKO87
H3	cloneDKO87
I3	cloneDKO88
J3	cloneDKO88
K3	cloneDKO89
L3	cloneDKO89
M3	cloneDKO90
N3	cloneDKO90
O3	cloneDKO91
P3	cloneDKO91
A4	cloneDKO180
B4	cloneDKO180
C4	cloneDKO181
D4	cloneDKO181
E4	cloneDKO182
F4	cloneDKO182
G4	cloneDKO183
H4	cloneDKO183
I4	cloneDKO184
J4	cloneDKO184
K4	cloneDKO185
L4	cloneDKO185
M4	cloneDKO186
N4	cloneDKO186
O4	cloneDKO187
P4	cloneDKO187
A5	cloneDKO92
B5	cloneDKO92
C5	cloneDKO93
D5	cloneDKO93
E5	cloneDKO94
F5	cloneDKO94
G5	cloneDKO95
H5	cloneDKO95
I5	cloneDKO96
J5	cloneDKO96
K5	cloneDKO97
L5	cloneDKO97
M5	cloneDKO98
N5	cloneDKO98
O5	cloneDKO99
P5	cloneDKO99
A6	cloneDKO188
B6	cloneDKO188
C6	cloneDKO189
D6	cloneDKO189
E6	cloneDKO190
F6	cloneDKO190
G6	cloneDKO191
H6	cloneDKO191
I6	cloneDKO192
J6	cloneDKO192
K6	cloneDKO193
L6	cloneDKO193
M6	cloneDKO194
N6	cloneDKO194
O6	cloneDKO195
P6	cloneDKO195
A7	cloneDKO100
B7	cloneDKO100
C7	cloneDKO101
D7	cloneDKO101
E7	cloneDKO102
F7	cloneDKO102
G7	cloneDKO103
H7	cloneDKO103
I7	cloneDKO104
J7	cloneDKO104
K7	cloneDKO105
L7	cloneDKO105
M7	cloneDKO106
N7	cloneDKO106
O7	cloneDKO107
P7	cloneDKO107
A8	cloneDKO196
B8	cloneDKO196
C8	cloneDKO197
D8	cloneDKO197
E8	cloneDKO198
F8	cloneDKO198
G8	cloneDKO199
H8	cloneDKO199
I8	cloneDKO200
J8	cloneDKO200
K8	cloneDKO201
L8	cloneDKO201
M8	cloneDKO202
N8	cloneDKO202
O8	cloneDKO203
P8	cloneDKO203
A9	cloneDKO108
B9	cloneDKO108
C9	cloneDKO109
D9	cloneDKO109
E9	cloneDKO110
F9	cloneDKO110
G9	cloneDKO111
H9	cloneDKO111
I9	cloneDKO112
J9	cloneDKO112
K9	cloneDKO113
L9	cloneDKO113
M9	cloneDKO114
N9	cloneDKO114
O9	cloneDKO115
P9	cloneDKO115
A10	cloneDKO204
B10	cloneDKO204
C10	cloneDKO205
D10	cloneDKO205
E10	cloneDKO206
F10	cloneDKO206
G10	cloneDKO207
H10	cloneDKO207
I10	cloneDKO208
J10	cloneDKO208
K10	cloneDKO209
L10	cloneDKO209
M10	cloneDKO210
N10	cloneDKO210
O10	cloneDKO211
P10	cloneDKO211
A11	cloneDKO116
B11	cloneDKO116
C11	cloneDKO117
D11	cloneDKO117
E11	cloneDKO118
F11	cloneDKO118
G11	cloneDKO119
H11	cloneDKO119
I11	cloneDKO120
J11	cloneDKO120
K11	cloneDKO121
L11	cloneDKO121
M11	cloneDKO122
N11	cloneDKO122
O11	cloneDKO123
P11	cloneDKO123
A12	cloneDKO212
B12	cloneDKO212
C12	cloneDKO213
D12	cloneDKO213
E12	cloneDKO214
F12	cloneDKO214
G12	cloneDKO215
H12	cloneDKO215
I12	cloneDKO216
J12	cloneDKO216
K12	cloneDKO217
L12	cloneDKO217
M12	cloneDKO218
N12	cloneDKO218
O12	cloneDKO_empty118
P12	cloneDKO_empty118
A13	cloneDKO124
B13	cloneDKO124
C13	cloneDKO125
D13	cloneDKO125
E13	cloneDKO126
F13	cloneDKO126
G13	cloneDKO127
H13	cloneDKO127
I13	cloneDKO128
J13	cloneDKO128
K13	cloneDKO129
L13	cloneDKO129
M13	cloneDKO130
N13	cloneDKO130
O13	cloneDKO131
P13	cloneDKO131
A14	cloneDKO219
B14	cloneDKO219
C14	cloneDKO220
D14	cloneDKO220
E14	cloneDKO221
F14	cloneDKO221
G14	cloneDKO222
H14	cloneDKO222
I14	cloneDKO223
J14	cloneDKO223
K14	cloneDKO224
L14	cloneDKO224
M14	cloneDKO225
N14	cloneDKO225
O14	cloneDKO226
P14	cloneDKO226
A15	cloneDKO132
B15	cloneDKO132
C15	cloneDKO133
D15	cloneDKO133
E15	cloneDKO134
F15	cloneDKO134
G15	cloneDKO135
H15	cloneDKO135
I15	cloneDKO136
J15	cloneDKO136
K15	cloneDKO137
L15	cloneDKO137
M15	cloneDKO138
