well	ID
A1	clone1
B1	clone1
C1	clone2
D1	clone2
E1	clone3
F1	clone3
G1	clone4
H1	clone4
I1	clone5
J1	clone5
K1	clone6
L1	clone6
M1	clone7
N1	clone7
O1	clone8
P1	clone8
A2	clone97
B2	clone97
C2	clone98
D2	clone98
E2	clone99
F2	clone99
G2	clone100
H2	clone100
I2	clone101
J2	clone101
K2	clone102
L2	clone102
M2	clone103
N2	clone103
O2	clone104
P2	clone104
A3	clone9
B3	clone9
C3	clone10
D3	clone10
E3	clone11
F3	clone11
G3	clone12
H3	clone12
I3	clone13
J3	clone13
K3	clone14
L3	clone14
M3	clone15
N3	clone15
O3	clone16
P3	clone16
A4	clone105
B4	clone105
C4	clone106
D4	clone106
E4	clone107
F4	clone107
G4	clone108
H4	clone108
I4	clone109
J4	clone109
K4	clone110
L4	clone110
M4	clone111
N4	clone111
O4	clone112
P4	clone112
A5	clone17
B5	clone17
C5	clone18
D5	clone18
E5	clone19
F5	clone19
G5	clone20
H5	clone20
I5	clone21
J5	clone21
K5	clone22
L5	clone22
M5	clone23
N5	clone23
O5	clone24
P5	clone24
A6	clone113
B6	clone113
C6	clone114
D6	clone114
E6	clone115
F6	clone115
G6	clone116
H6	clone116
I6	clone117
J6	clone117
K6	clone118
L6	clone118
M6	clone119
N6	clone119
O6	clone120
P6	clone120
A7	clone25
B7	clone25
C7	clone26
D7	clone26
E7	clone27
F7	clone27
G7	clone28
H7	clone28
I7	clone29
J7	clone29
K7	clone30
L7	clone30
M7	clone31
N7	clone31
O7	clone32
P7	clone32
A8	clone121
B8	clone121
C8	clone122
D8	clone122
E8	clone123
F8	clone123
G8	clone124
H8	clone124
I8	clone125
J8	clone125
K8	clone126
L8	clone126
M8	clone127
N8	clone127
O8	clone128
P8	clone128
A9	clone33
B9	clone33
C9	clone34
D9	clone34
E9	clone35
F9	clone35
G9	clone36
H9	clone36
I9	clone37
J9	clone37
K9	clone38
L9	clone38
M9	clone39
N9	clone39
O9	clone40
P9	clone40
A10	clone129
B10	clone129
C10	clone130
D10	clone130
E10	clone131
F10	clone131
G10	clone132
H10	clone132
I10	clone133
J10	clone133
K10	clone134
L10	clone134
M10	clone135
N10	clone135
O10	clone136
P10	clone136
A11	clone41
B11	clone41
C11	clone42
D11	clone42
E11	clone43
F11	clone43
G11	clone44
H11	clone44
I11	clone45
J11	clone45
K11	clone46
L11	clone46
M11	clone47
N11	clone47
O11	clone48
P11	clone48
A12	clone137
B12	clone137
C12	clone138
D12	clone138
E12	clone139
F12	clone139
G12	clone140
H12	clone140
I12	clone141
J12	clone141
K12	clone142
L12	clone142
M12	clone143
N12	clone143
O12	clone144
P12	clone144
A13	clone49
B13	clone49
C13	clone50
D13	clone50
E13	clone51
F13	clone51
G13	clone52
H13	clone52
I13	clone53
J13	clone53
K13	clone54
L13	clone54
M13	clone55
N13	clone55
O13	clone56
P13	clone56
A14	clone145
B14	clone145
C14	clone146
D14	clone146
E14	clone147
F14	clone147
G14	clone148
H14	clone148
I14	clone149
J14	clone149
K14	clone150
L14	clone150
M14	clone151
N14	clone151
O14	clone152
P14	clone152
A15	clone57
B15	clone57
C15	clone58
D15	clone58
E15	clone59
F15	clone59
G15	clone60
H15	clone60
I15	clone61
J15	clone61
K15	clone62
L15	clone62
M15	clone63
N15	clone63
O15	clone64
P15	clone64
A16	clone153
B16	clone153
C16	clone154
D16	clone154
E16	clone155
F16	clone155
G16	clone156
H16	clone156
I16	clone157
J16	clone157
K16	clone158
L16	clone158
M16	clone159
N16	clone159
O16	clone160
P16	clone160
A17	clone65
B17	clone65
C17	clone66
D17	clone66
E17	clone67
F17	clone67
G17	clone68
H17	clone68
I17	clone69
J17	clone69
K17	clone70
L17	clone70
M17	clone71
N17	clone71
O17	clone72
P17	clone72
A18	clone161
B18	clone161
C18	clone162
D18	clone162
E18	clone163
F18	clone163
G18	clone164
H18	clone164
I18	clone165
J18	clone165
K18	clone166
L18	clone166
M18	clone167
N18	clone167
O18	clone168
P18	clone168
A19	clone73
B19	clone73
C19	clone74
D19	clone74
E19	clone75
F19	clone75
G19	clone76
H19	clone76
I19	clone77
J19	clone77
K19	clone78
L19	clone78
M19	clone79
N19	clone79
O19	clone80
P19	clone80
A20	clone169
B20	clone169
C20	clone170
D20	clone170
E20	clone171
F20	clone171
G20	clone172
H20	clone172
I20	clone173
J20	clone173
K20	clone174
L20	clone174
M20	clone175
N20	clone175
O20	clone176
P20	clone176
A21	clone81
B21	clone81
C21	clone82
D21	clone82
E21	clone83
F21	clone83
G21	clone84
H21	clone84
I21	clone85
J21	clone85
K21	clone86
L21	clone86
M21	clone87
N21	clone87
O21	clone88
P21	clone88
A22	clone177
B22	clone177
C22	clone178
D22	clone178
E22	clone179
F22	clone179
G22	clone180
H22	clone180
I22	clone181
J22	clone181
K22	clone182
L22	clone182
M22	clone183
N22	clone183
O22	clone184
P22	clone184
A23	clone89
B23	clone89
C23	clone90
D23	clone90
E23	clone91
F23	clone91
G23	clone92
H23	clone92
I23	clone93
J23	clone93
K23	clone94
L23	clone94
M23	clone95
N23	clone95
O23	clone96
P23	clone96
A24	clone185
B24	clone185
C24	clone186
D24	clone186
E24	clone187
F24	clone187
G24	clone188
H24	clone188
I24	clone189
J24	clone189
K24	clone190
L24	clone190
M24	clone191
N24	clone191
O24	clone192
P24	clone192
