well	ID
A1	lt2_1b1
B1	lt2_1b1
C1	lt2_1f1
D1	lt2_1f1
E1	lt2_1g1
F1	lt2_1g1
G1	lt2_1d2
H1	lt2_1d2
I1	lt2_1e2
J1	lt2_1e2
K1	lt2_1a3
L1	lt2_1a3
M1	lt2_1c3
N1	lt2_1c3
O1	lt2_1e3
P1	lt2_1e3
A2	lt2_1b1_empty
B2	lt2_1b1
C2	lt2_1e2_empty
D2	lt2_1e2
E2	lt2_1g1_empty
F2	lt2_1g1
G2	lt2_1d2_empty
H2	lt2_1d2
I2	lt2_1e2_empty
J2	lt2_1e2
K2	lt2_1a3_empty
L2	lt2_1a3
M2	lt2_1e2_empty
N2	lt2_1e2
O2	lt2_1e3_empty
P2	lt2_1e3
A3	lt2_1f3
B3	lt2_1f3
C3	lt2_1c4
D3	lt2_1c4
E3	lt2_1g4
F3	lt2_1g4
G3	lt2_1c5
H3	lt2_1c5
I3	lt2_1e2
J3	lt2_1e2
K3	lt2_1g5
L3	lt2_1g5
M3	lt2_1a6
N3	lt2_1a6
O3	lt2_1e3
P3	lt2_1e3
A4	lt2_1f3
B4	lt2_1f3
C4	lt2_1e2
D4	lt2_1e2
E4	lt2_1g4
F4	lt2_1g4
G4	lt2_1c5
H4	lt2_1c5
I4	lt2_1e2
J4	lt2_1e2
K4	lt2_1g5
L4	lt2_1g5
M4	lt2_1e2
N4	lt2_1e2
O4	lt2_1e3
P4	lt2_1e3
A5	lt2_1f6
B5	lt2_1f6
C5	lt2_1h6
D5	lt2_1h6
E5	lt2_1d7
F5	lt2_1d7
G5	lt2_1a8
H5	lt2_1a8
I5	lt2_1e2
J5	lt2_1e2
K5	lt2_1c8
L5	lt2_1c8
M5	lt2_1d8
N5	lt2_1d8
O5	lt2_1e3
P5	lt2_1e3
A6	lt2_1f6
B6	lt2_1f6
C6	lt2_1e2
D6	lt2_1e2
E6	lt2_1d7
F6	lt2_1d7
G6	lt2_1a8
H6	lt2_1a8
I6	lt2_1e2
J6	lt2_1e2
K6	lt2_1c8
L6	lt2_1c8
M6	lt2_1e2
N6	lt2_1e2
O6	lt2_1e3
P6	lt2_1e3
A7	lt2_1b9
B7	lt2_1b9
C7	lt2_1c9
D7	lt2_1c9
E7	lt2_1g9
F7	lt2_1g9
G7	lt2_1c10
H7	lt2_1c10
I7	lt2_1e10
J7	lt2_1e10
K7	lt2_1d11
L7	lt2_1d11
M7	lt2_1c12
N7	lt2_1c12
O7	lt2_1d12
P7	lt2_1d12
A8	lt2_1b9
B8	lt2_1b9
C8	lt2_1c9
D8	lt2_1c9
E8	lt2_1g9
F8	lt2_1g9
G8	lt2_1c10
H8	lt2_1c10
I8	lt2_1e10
J8	lt2_1e10
K8	lt2_1d11
L8	lt2_1d11
M8	lt2_1c12
N8	lt2_1c12
O8	lt2_1d12
P8	lt2_1d12
A9	lt2_1e12
B9	lt2_1e12
C9	lt2_2b1
D9	lt2_2b1
E9	lt2_2e1
F9	lt2_2e1
G9	lt2_2a2
H9	lt2_2a2
I9	lt2_2c2
J9	lt2_2c2
K9	lt2_2d2
L9	lt2_2d2
M9	lt2_2e2
N9	lt2_2e2
O9	lt2_2a3
P9	lt2_2a3
A10	lt2_1e12
B10	lt2_1e12
C10	lt2_2b1
D10	lt2_2b1
E10	lt2_2e1
F10	lt2_2e1
G10	lt2_2a2
H10	lt2_2a2
I10	lt2_2c2
J10	lt2_2c2
K10	lt2_2d2
L10	lt2_2d2
M10	lt2_2e2
N10	lt2_2e2
O10	lt2_2a3
P10	lt2_2a3
A11	lt2_2c3
B11	lt2_2c3
C11	lt2_2e3
D11	lt2_2e3
E11	lt2_2h3
F11	lt2_2h3
G11	lt2_2e4
H11	lt2_2e4
I11	lt2_2f4
J11	lt2_2f4
K11	lt2_2a5
L11	lt2_2a5
M11	lt2_2b5
