"","ABCF1;MIR877","ALPK2","ANXA1","AP1M2","APOE","ARTN","ASAP1","BACE2","BSPRY","C19orf21","C19orf46","C5orf51","CAV1","CD44","CHD3","CYB5B","DHX34","DMKN","DUSP4","ELF3","ENC1","EPCAM","ERF","ESRP1","EZR","F3","GAL","HOOK1","IER5L","IL20RA","KITLG","KRT18","KRT7","KRT8","KRT80","KRTCAP3","LAD1","LOC100506548","MACC1","MAP1B","MAP7;AB073649","MIB1","MORC4","MSRB3","MSX1","MT1E","MT2A","NELF","NES","NQO1","NR5A2","PAICS","PDCD11","PIK3R1","PKP3","PLA2G16","PNN","POP1","PPAP2B","PRRC2A","PSMC4","PURB","PYGL","RAB25","RAB31","RBP1","RHOBTB3","RUNX1","RYR2","S100A14","S100A4","SEPT2","SH3KBP1","SHROOM3","SLC7A11","SLC7A8","SPARC","SPINT1","SPINT2","SPRY4","ST14","SYTL2","TES","TMC5","TSPAN5","UPP1","UROS;AK090736","USP6NL","VIM","ZBTB20","ZC3H13","ZEB1","ZFP36L1","ZNF232","ZNF827"
"chr1_10116629_10116929",0.0270782899206058,-0.0161917719920214,0.0198742103361901,0.119808044708848,-0.0825148175616423,0.101005902373754,0.00162189692752863,-0.0287463235476129,-0.105134995255715,0.0183391050448622,-0.0366098800857198,0.207221250100282,0.0577621515144353,0.0631183007853639,0.0698243801309499,-0.0473806272707008,-0.0435186160956694,-0.121400941669861,0.110375296997184,0.0886771189268603,0.117519033523621,-0.0859047760042606,-0.124320979962942,0.00866972703936164,-0.0158707546617108,0.126906532691087,0.0722954168215471,-0.0134888502175596,-0.140628495866097,0.029333906457724,0.086785428752932,-0.0633952518890122,0.119240687268795,-0.136862390679145,0.127982164761226,-0.149895141058737,-0.120909703412445,0.0500006897508827,0.0283578064813435,0.214131839998532,-0.00856983621232716,0.11245624420866,0.187628385896083,0.0315790400832366,0.00593915687127408,-0.015231706975624,-0.0731329171958582,0.00974160698114083,0.0876164058914097,0.0690838506542031,0.0413276560361427,0.234571067535527,0.130633220077082,0.156864283662325,0.0648193682196781,-0.0401052659007816,0.0882489107418604,-0.0668748876683986,0.0651389764731176,0.0337205699038785,-0.0566489820259519,0.203815344679923,0.0473270747630743,0.0193929049702518,-0.0380947314952191,-0.0697610154545699,0.074277182350076,-0.0478764895706522,0.043476845861736,0.0341866383729317,0.123036457885329,0.143945180340304,-0.044990863107583,0.0426425540094733,-0.00461480296393018,0.129412473943891,0.0777279493524411,0.0652260132435147,0.0253966284230565,0.217178916908683,0.0818654668206845,0.0762196118159692,-0.0501130637193105,-0.0119600738950991,-0.0687706857887618,-0.125511053278753,-0.10418501113903,0.0125199262254003,0.0337736483842239,0.106335764922214,0.108108797717665,0.0362415794857943,-0.0453070013192229,-0.00878202894434641,0.174904105542178
"chr1_10731099_10731399",-0.0115289721532331,-0.163208279818905,-0.228883449855892,0.0242197100014752,0.0564357444472633,-0.102830853477126,0.184138187873478,0.124741690168046,-0.102798544830279,-0.0769787690745244,0.0139891240091743,-0.0212847998113412,-0.1063632504956,-0.0815839590940468,0.0085934410678398,-0.00746702485935234,0.00496719116166191,-0.0679742437056051,-0.0149054910656439,-0.110931483914735,0.00306797272638391,-0.039930022874925,0.0196455554027354,-0.0346555504959948,-0.0192815595002817,-0.0377049842992267,-0.0804953005923579,0.0319588808342154,-0.000324564169626593,-0.0961637949647023,0.0488348231703959,-0.135134292710485,-0.205249019218471,-0.118967623490103,-0.15440327467665,-0.0493564426187547,-0.0675865946732122,0.0194808431667643,-0.0671615463608726,0.00830797313186518,-0.103401686493093,-0.0824879958151466,0.0325898175324189,0.0189572526624971,0.0125384695844372,-0.0644204985295137,-0.00161476830551306,0.127168526048426,0.080766994025632,-0.221317173429656,0.142449455540298,-0.0765997227466858,0.106705446325489,0.0528188452480034,-0.177279037561904,0.146075436048987,0.00280497545160682,0.0643774854736507,-0.0398381084216752,-0.00736396932381576,-0.0513408791665333,0.124196199281029,-0.160075944145984,-0.00742587719696705,-0.0569490398202189,0.058499313122595,0.00959477945088594,-0.103700032969149,0.0367466733111953,-0.0761297902439172,-0.141904024628264,-0.00445840606627326,-0.0483496915407096,-0.286364733069596,0.127286223762004,-0.0191923025257301,0.0967489130355874,-0.0266541094148278,-0.106317070285173,0.0083214692566719,-0.00362726436025209,0.0862800035600657,0.0906001009865687,-0.110994464952816,0.307688261921674,-0.0396464811710919,-0.0564624788720489,-0.0148217754199561,0.147751193810292,0.123916437472824,-0.00381426053982907,0.137690596236448,0.00203652964809523,0.111982053575238,-0.0331269142826542
"chr1_108508136_108508356",-0.0449944980774045,-0.0200804644403136,-0.0554714480442003,-0.0693320185484554,-0.26027138721082,-0.0936887388160605,-0.111503295361611,-0.132898888595461,-0.0798007705493714,-0.0429477639745174,-0.141972980191322,0.0777968748157962,-0.101357618370678,-0.124837015960759,0.042192036263431,-0.0571440114778787,-0.0578589901831649,-0.132526037244778,0.113904677663417,0.0127545992015989,0.0155215584046618,-0.231645206932455,0.0100898025241286,-0.164805166590744,-0.0118160254998014,0.00525926729446444,0.0434373965945636,-0.0964969539234825,0.0056018715457308,-0.0397341652167292,-0.0301885476431448,-0.11279477076217,-0.0251655604616797,-0.110748562838677,-0.0884296596683567,-0.239902017999005,-0.171891266231261,0.000578617812875188,-0.0528697899163989,0.0534009513450017,-0.157045778191949,-0.0405522027313464,0.0442385040554195,0.00977799841868722,0.0781471792787313,-0.0755665614068975,-0.00498601024895094,0.0784236458509115,-0.0265296518487442,0.0889108701758349,-0.0285027550819623,0.111155631453625,-0.0410430583242969,-0.0577988792256293,-0.0400080774280289,-0.00702727599655457,-0.0720922514764997,-0.0911598468629215,-0.0769024796874996,0.0557558711021152,-0.0268307167389803,0.12258229042135,-0.0446700967949259,-0.169980030421404,-0.0466467148318479,0.154753729107827,-0.0747780100896969,-0.0313438543865911,-0.0165603067372391,0.0295661202741484,-0.01926591684466,0.0395942793807555,0.0226993247432628,-0.0237752764131243,0.0838146183920964,0.0309788709454345,0.026161134293059,-0.220661884679678,-0.193690369235302,0.0458613510111459,-0.15331162178701,-0.0671792239598399,-0.117781755188198,-0.238888037889113,-0.00941880107754787,-0.154600597726372,-0.0199709696475863,0.0193533070241048,0.0594672003401895,-0.0596822680713409,-0.0227727767749168,0.0862083394175481,0.11293546945542,0.0293447273622242,0.00401264887753086
"chr1_1095671_1095886",-0.0110955079538068,-0.0384799222938238,0.0471125981365534,0.183231672470694,0.108733308457372,0.0363753455631646,-0.00762758186774268,-0.031787487223272,0.128123106438915,0.124112355230537,0.0962878562082748,0.0954745459229136,-0.0274007830044031,-0.102022421924481,0.0119202110293393,0.00110306643329352,0.0633157201693253,0.090686196527158,-0.115853037953103,0.0735138365519819,0.0716868566020034,0.00581512166541558,-0.142143602814425,0.0599860617134082,-0.146652284303591,-0.11486543047808,0.0341750211216092,0.0982523656798048,0.0809592503948802,-0.081166929091888,0.0251496435454395,0.0781927340165115,0.0424523217780263,0.113269369484233,0.155376459684897,0.067044093411781,-0.0408612495403211,-0.228235299830931,0.0564955385955996,-0.0386998191940202,0.0816664329583417,0.00890502717915249,0.0309018048886873,-0.05662679562892,0.0817464582261912,0.0368637735406265,0.0142768301730479,0.00401030829896031,0.0522535799980926,0.0100198265482827,-0.158524790679774,0.00406900161065323,-0.043779874559729,0.0547731412897764,0.0123134587481251,0.112442532036085,-0.0125206112860405,-0.0612037345628366,0.0502897263541865,0.0907425584750339,0.0447611980072085,-0.102217605785724,-0.0556857136964371,0.100865788856439,-0.0579294893611668,0.0280721600271963,0.0529035194194969,-0.121343785002239,0.0180835100280462,0.16513791696773,0.0964414903676232,0.0317046960882627,-0.0367818591585878,0.195808785591835,0.0557763735155328,0.0847610214167149,0.0621476943809671,0.00415816515410657,0.0971794920181256,-0.168703631423808,0.115726595721875,-0.00723226445468442,0.0733506813223092,-0.0735826847531551,-0.0823665810915865,0.0153472762308787,0.0011100043379547,0.105651697347137,-0.17852558971665,0.0186162044312095,-0.0194931886301872,-0.0616441238298415,-0.116935409924244,0.000919987843539512,0.104458396778734
"chr1_1097589_1097904",-0.330083408327949,-0.111851112695885,-0.0762739256607956,-0.0795600127874991,0.0892535105363919,-0.246706695228743,-0.0352158316259123,-0.0111130765403207,-0.104872361804941,-0.281155313079557,0.0209565567915138,-0.171521128517745,-0.105311616666649,-0.176034074139942,-0.199580468267634,-0.127910842261458,-0.0672994053606198,-0.0130185159295089,0.131715473825535,-0.146591612684307,-0.196855887819272,-0.101301757751356,0.0294246561640861,-0.0493839526474073,-0.0014255402714637,-0.149607653036803,-0.174936066541276,0.0883766680148518,0.0465960326919393,-0.0242398630884688,-0.17177201549206,-0.0628433632741156,-0.0450623039436767,-0.0791739239342614,-0.249339971182533,-0.191520532784374,-0.0852241037264628,-0.154221017581895,0.0848984740719777,-0.187417723297417,-0.127895171850687,-0.121175276228233,-0.154761324952739,0.0184949503508762,0.0472571796347351,-0.0547445807114479,0.207668491078672,-0.0145939849834648,0.0547459394316103,-0.18595809992391,-0.0805454068088748,-0.266371440165742,-0.04236702740563,-0.193642917579044,-0.102521406519263,0.125869624440782,-0.244956662625649,-0.172334770852072,-0.212591051460436,-0.123957873150719,-0.0191015765838774,-0.148624170489168,-0.0910486559500706,-0.16849024882156,-0.141528347921318,0.0657193188982576,-0.0262200449385721,0.173501295787747,0.233977062802278,-0.175240375744356,-0.128200481379015,-0.185024031317983,0.231196171708576,0.0369931508915422,0.057015133388854,-0.0565744305633167,0.105377827592985,0.0213995274345292,0.00557567149921401,-0.0576215810432437,-0.0471890723846017,-0.134028066268,0.0984951299358015,-0.0933138901566327,-0.0114361364270166,-0.128054292565236,-0.0841661257847209,-0.0623322794377563,0.138954407507515,-0.0469435840210147,-0.166755287526347,-0.0670514706876552,0.099185405611308,0.0568735573621882,-0.175810008365175
"chr1_110307761_110308061",-0.06115113109759,-0.0286264278555887,0.0967122855208122,0.112347831803929,0.243457429718551,0.070169721035891,-0.172635370954268,0.0343352425385441,0.101099482803643,0.0609776029361339,0.0506369135169601,-0.0198329341421433,-0.0588507856033351,-0.0757326127158222,-0.158856731957026,-0.188171969379813,0.186839947038208,0.227818769518805,-0.105028256089872,0.128008227986383,-0.0414350273044456,0.144472884945079,-0.0410679255808144,0.182633248390689,-0.00563903411838482,-0.0643717285580072,0.206328910650615,0.135074007582132,0.0653826793351719,0.0138820804455286,-0.2218247205811,0.213607694336163,0.0591565615724161,0.112024318327148,0.0473936678681,0.187662758546629,0.258796626815004,-0.0521499466139101,0.089398587714874,0.0429866837271129,0.224398684912248,-0.11504151441663,-0.209870701865659,-0.0970573352993827,-0.00939879513322017,0.0415539430387835,0.112492823983339,-0.0255545506787593,0.151461563291477,0.00234089703177581,-0.149340059439996,-0.150083674268623,-0.0948474039982153,-0.0489680384091073,0.0352200511159486,0.219216405987448,-0.0595372660272093,0.0431562952137646,-0.183861216001905,-0.0487486999565399,0.119864686884959,0.0176537705167679,-0.154733223066171,0.145034561080594,-0.110790532686272,-0.028342367947022,-0.031635127631565,0.133846823062712,-0.0777137424493098,0.100618221336175,-0.0297207544126907,-0.102258157022639,0.0451177990457859,0.119499248433884,0.0862424052651189,0.0287796352046888,-0.0147116904317071,0.0770407451309231,0.131247872113537,-0.208484143185315,0.115679272072115,-0.122957504755415,0.0848675282964873,0.152017492909344,-0.0689868166844339,0.0310436720135088,0.0842395781412099,-0.031594067035896,-0.182803216329296,-0.0434775980267838,-0.0571206282570575,-0.179368556481184,-0.0928937634411605,0.13583920644523,-0.040379214257801
"chr1_111323563_111323857",0.0847879629337889,0.204199160525963,-0.070198768422601,0.00801990051601674,0.0283384331868274,-0.0441500915201135,-0.0360936144088724,0.0251998832901125,-0.0459355036259395,-0.0320546497243,-0.0720883846397387,0.0933611781124628,-0.0124306901779546,-0.0143871805504592,-0.0341215575015317,0.0887195658679686,0.0306879032180364,0.038215591303046,-0.119033513734948,-0.124950069417048,-0.0140344357190278,-0.038985154283577,0.0515460954346888,-0.0450632447383165,-0.120795391038476,-0.0303001029543717,0.110659761058168,-0.172574668872076,-0.0776899170574138,-0.00631164884089042,0.0618440158415675,-0.0341141363367084,-0.0123964477211295,0.0171166165192228,0.0596383349294018,0.067881262354736,-0.119156578047444,0.0482239894834957,-0.111670485266077,-0.0356278598680896,0.0237651470964563,0.133616077873753,0.0781906931376271,0.0536782357849136,0.0468862728910726,0.0956344706812438,0.0571859342098752,-0.042733321515476,-0.0510144101171954,0.100071914378034,-0.0765217541205092,0.0842185092292176,-0.122089950749444,-0.0559637305876575,-0.0295071748760308,-0.000442384843849959,0.0120355272427975,0.0384712667678465,0.224776554909536,-0.0168455717416813,0.125798351047916,0.00511480288546041,-0.0100372193712752,-0.00969650981317411,0.0652223459329519,0.0468828261497873,-0.016791025460824,-0.209915437441728,-0.104262801751836,-0.0142408651895181,0.0731329596754494,-0.00585354017732606,-0.17607858622452,-0.0997565688978906,-0.0619001535513152,0.269487168684804,-0.0397101138451546,-0.00934207850855952,-0.021884096848018,0.109779600475171,-0.122662137365289,0.0834071880078206,0.00342245563350513,-0.0971752741582459,0.0364959572138451,-0.00590455819459004,0.0520743208669103,0.0601306521187012,0.0187038142256516,-0.0440842053229746,-0.0867180619237496,0.00762414812629241,0.023704385406344,-0.113966391603335,-0.068710822119566
"chr1_113161706_113161924",-0.0197619741822204,0.110171404934967,-0.021662323279269,0.0136239020135436,-0.0291645837501852,0.125973377629042,0.0684892479570353,-0.0676814076930111,0.155167169317004,0.0490722565392139,-0.157527050756639,0.0546665993600593,-0.0385032062472693,0.0254591363751299,-0.0684365545770545,-0.0945439818019168,-0.14708221330934,-0.108542361132088,-0.146641304150486,0.0391981772242928,0.0552532689032716,-0.0635033321478882,-0.158459948123029,-0.00793267285486187,-0.00645263656207292,0.090908325732166,0.00546925295013399,-0.0520304172246943,-0.0688222364213782,-0.064795906401912,0.0232117422524825,0.0348303283182557,0.0988643462501494,-0.114820551929418,-0.0553770325537791,-0.0990531718199878,-0.11089047873282,0.016894271991012,-0.0477478681330678,0.104187526157325,0.0505637134116489,0.103970993436355,-0.0995112670762571,0.0951632827456384,-0.074185761852017,-0.0131613022366423,-0.0631481790639884,0.0281471360027554,0.0741071925130202,-0.0885903710921605,0.060996829126545,0.035763830448457,-0.148550106907394,0.211145094096,0.0191555443249879,-0.0544511862529525,-0.0485301399576948,-0.0982036787297169,0.0749351167209051,-0.156552134967209,0.00453192682031771,0.133141551870658,-0.0414620416876761,-0.0435785787403879,0.111416831176112,-0.0469992268426148,0.108044729052622,-0.132729089222278,0.00457054225619142,0.0295838858954086,-0.191261414898559,0.00140519192543974,-0.0788315252007593,-0.138219624733058,0.079258469265373,-0.0789000084018997,-0.0542847614273785,-0.0457652276375605,-0.166102200824444,0.07018047273946,0.015067029472415,0.00240518620973012,0.0278659285691464,-0.023173720423344,-0.143405855471201,0.0245110593994158,0.0254710104034006,-0.119579637826571,-0.0288900771192662,-0.0565911299805723,0.0597980439582236,0.0332519921912785,0.0108609505997466,-0.0886371295178377,-0.121647446134
"chr1_116694907_116695175",-0.0199442104381141,-0.0287733128241789,-0.0351891548209428,0.0956770774424144,0.285274322100795,0.0705792037551799,-0.147738185831398,0.124759636375134,0.117992400689659,0.00619110946837847,0.244423300042869,-0.0857060533630516,-0.0485676526576546,0.0114298160173529,-0.0955544983825356,-0.0894600239158102,0.0208625791232156,0.158483070539655,-0.173365874995253,0.131202336104759,-0.101993636346151,0.237284676412093,0.082226380429693,0.149822131068314,-0.00162982126544868,0.0264531735515732,0.0332119815167559,0.218809921044055,0.0577053416627792,-0.0912712211461337,-0.120078435917509,0.0808006993749261,0.00165839918707387,0.0760487439572871,0.0739866229073478,0.241219386618228,0.216527322842476,-0.066096113659606,0.153294568544861,-0.0517400888051148,0.0919196534714559,-0.128904211426394,-0.16534703772602,-0.0708190080603864,-0.197877523370751,0.18697928765453,0.216925452087829,-0.0533960256218505,0.049067032526698,-0.0731443918061521,0.0454412416821933,-0.146156552303633,-0.0177312668202798,-0.0614728758399727,0.169062575853971,0.0347206060928453,-0.0438621329538563,-0.00909709585121216,-0.25469126907125,-0.114831864183682,0.0534800078733342,-0.0428284658235998,0.0172645591367566,0.153219328780707,0.0270028689101477,-0.182872964425713,-0.029980210809586,-0.0429143834342379,0.0749864239452128,0.148352251574265,-0.0707503705524381,-0.131902826761182,-0.145283980555234,-0.0121473574188203,-0.0123172223817219,-0.126103934813341,-0.0392043930056525,0.210386734349772,0.16775327500277,-0.210552185340272,0.243371627936895,-0.0174766304230882,0.0146514917671862,0.202294362465563,-0.0922254648472768,0.0909722719407417,-0.0642167621151122,-0.199241017039636,-0.108815928407952,-0.0271554747605011,-0.101080406020382,-0.272328350494838,-0.261173196968394,0.204754240321757,-0.194977783577215
"chr1_12148351_12148528",0.0803909746311995,0.191402077347596,-0.0971595991613825,0.0478314491567494,0.00476743981437384,0.12347006996926,-0.00626589386496353,-0.23564848733892,0.0160288015829284,0.154019723128798,-0.0331742917890052,0.12605600226459,-0.0316726422430687,0.0504991924241871,0.120191827145015,0.000307618354370979,0.0215626670263334,0.00376601804214504,-0.0309980577022108,-0.00261673399063483,-0.0499984683280859,-0.0387174045957282,0.106746880241958,0.018476008547526,0.0554744964241326,0.0309697252637863,-0.0309801308225663,-0.0720431045436838,-0.029122683537449,0.0491834027484998,-0.0091889691845007,5.53034707502773e-05,0.0599784147383584,0.0334635205095273,-0.00862036901179199,-0.0846659941174252,0.0121504800557833,0.103596063796509,0.0267718517629833,0.064981683356932,0.134177907523902,-0.00729385552575022,0.0128540542746237,0.0153202414549146,-0.0236899880162213,-0.0879468885068551,-0.0725905904291636,0.0597128313812699,-0.103065644906434,-0.0609052866365276,-0.0538567435139474,0.0199920808343659,0.109843803483319,0.0610505713165495,-0.0341651111855811,-0.0457002470768693,0.229819977285918,0.0810947680091044,-0.0604220430164944,0.121208371691752,0.0767099345112569,0.162066124141119,-0.0214577661851001,0.0641864123299598,-0.0329889808144228,0.086640678365221,0.0959353173721971,0.045232532039965,0.0303872398685303,0.112829266671114,0.00973311762209701,-0.100468038162867,0.0437694822802614,0.0530738378247949,-0.0345976946795573,-0.0250679506280722,0.0501155278718133,-0.0411970547075981,-0.0346094124157438,0.103330843074988,0.0245759591490468,0.0543463413669781,0.0520487286659533,0.0896433211747976,0.0407056618588995,0.065814991724504,0.0173647699311938,0.0385117713076484,-0.0662725041838834,0.179034530227517,0.137176038718119,0.0184952903843908,0.0775259282347994,-0.0926063555959237,0.0841084422530542
